ID,CODGEO,AREA_NAME,SEX,AGE,DIPLOMA,PRO_CAT,TYPE_HOUSE,NBPERS_HOUSE,NB_10,NB_11_17,NB_18_24,NB_25_64,NB_65,PMR,DRIVING_LICENCE,NB_CAR,TWO_WHEELER,BIKE,ELECT_SCOOTER,NAVIGO_SUB,IMAGINER_SUB,OTHER_SUB_PT,BIKE_SUB,NSM_SUB,WEIGHT_INDIV,GPS_RECORD
14_3713,75115,Paris,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,True,False,1375.0003715,True
14_3714,78383,Maurepas,Man,75,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,1,0,0.0,0.0,0,1,False,True,1,1,0,0,False,False,False,False,False,7893.4825542,True
14_3716,91228,Evry-Courcouronnes,Man,69,"Vocational certificate (CAP, BEP) or equivalent",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,0,0,False,False,False,False,False,10655.75383,True
14_3719,91223,Etampes,Man,22,,5,Living alone,1,0,0.0,1.0,0,0,False,False,0,0,1,0,True,False,False,True,False,689.04722509,True
14_3720,75117,Paris,Man,48,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,0,2.0,0.0,2,0,False,True,0,0,1,0,True,False,False,True,True,1904.8946898,True
14_3721,91326,Juvisy-sur-Orge,Man,18,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,3,0,0.0,1.0,2,0,False,False,1,1,1,0,False,True,False,False,False,6179.5539352,True
14_3722,93066,Saint-Denis,Man,75,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,1,False,True,0,1,1,0,True,False,False,False,False,902.91558189,True
14_3724,75110,Paris,Man,30,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,True,False,False,True,False,1375.0003715,True
14_3725,93047,Montfermeil,Woman,49,Upper secondary diploma (Baccalauréat) or equivalent,1,In a couple with child(ren),2,0,1.0,1.0,0,0,False,True,2,0,0,0,False,False,False,False,False,4884.7486522,True
14_3726,92050,Nanterre,Man,35,,4,Living with one or both parents,5,0,1.0,0.0,2,2,False,False,1,0,1,1,True,False,False,False,False,1956.8784281,True
14_3727,92012,Boulogne-Billancourt,Woman,42,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",8,Another family member in the household,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,756.58367362,True
14_3729,93048,Montreuil,Man,29,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",1,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,2,0,False,False,True,False,False,1855.7258379,True
14_3731,75112,Paris,Man,31,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,In a shared apartment (flat-sharing),3,0,0.0,0.0,3,0,False,False,0,0,1,1,False,False,True,True,False,2528.2897775,True
14_3732,75113,Paris,Man,64,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,2,0,True,False,False,True,True,909.81181515,True
14_3734,75120,Paris,Man,59,Upper secondary diploma (Baccalauréat) or equivalent,3,In a couple without children,2,0,0.0,0.0,2,0,False,False,0,0,0,0,True,False,False,False,False,9625.3405292,True
14_3735,75119,Paris,Man,27,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",1,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,False,True,True,False,1327.1690885,True
14_3736,91272,Gif-sur-Yvette,Man,21,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,0,0,False,True,False,False,False,528.96793528,True
14_3738,91345,Longjumeau,Man,17,Lower secondary certificate (Brevet) or equivalent,7,Living with one or both parents,5,1,2.0,0.0,2,0,False,False,1,0,2,0,False,False,False,False,False,5847.3833689,True
14_3739,93048,Montreuil,Woman,48,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,In a couple with child(ren),2,0,0.0,0.0,2,0,False,True,0,0,2,0,True,False,False,True,True,800.77799337,True
14_3741,75119,Paris,Woman,29,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,1,2,0,True,False,False,False,False,4800.7854282,True
14_3742,93005,Aulnay-sous-Bois,Woman,63,,6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,2,0,False,False,False,False,False,527.92898666,True
14_3746,92049,Montrouge,Man,36,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,1,1,0,False,False,False,False,False,3552.7944768,True
16_3749,77370,Poligny,Woman,66,Lower secondary certificate (Brevet) or equivalent,6,In a couple without children,2,0,0.0,0.0,0,2,False,True,2,0,3,0,False,False,False,False,False,9718.7906876,True
16_3750,94068,Saint-Maur-des-Fosses,Man,70,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,1,0,True,False,False,False,False,2098.520392,True
16_3751,93007,Le Blanc-Mesnil,Man,69,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,830.26771929,True
16_3752,75120,Paris,Man,69,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,0,0,False,False,False,True,False,965.90732695,True
16_3753,75109,Paris,Man,67,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,1,0,False,True,1,0,0,0,True,False,True,False,False,965.90732695,True
16_3756,93001,Aubervilliers,Woman,69,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,0,2,False,True,1,0,2,0,True,False,False,False,False,940.31490493,True
16_3758,75117,Paris,Woman,68,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,1,0,False,False,False,False,False,1509.8898742,True
16_3759,75114,Paris,Woman,76,,6,In a couple with child(ren),1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,1509.8898742,True
16_3760,93032,Gagny,Woman,66,Upper secondary diploma (Baccalauréat) or equivalent,6,In a couple without children,2,0,0.0,0.0,0,2,True,True,2,0,0,0,True,False,False,False,True,15795.439998,True
16_3761,75109,Paris,Man,67,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,0,2,False,True,1,0,2,0,False,False,False,True,False,3791.2490027,True
16_3762,75115,Paris,Man,75,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,965.90732695,True
16_3763,93066,Saint-Denis,Woman,77,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,0,0,1,0,True,False,False,False,False,588.36623119,True
16_3764,95313,L'Isle-Adam,Man,74,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Single parent (divorced / separated / widowed),1,0,0.0,0.0,0,1,True,True,1,0,0,0,False,False,False,False,False,683.40807437,True
16_3765,75118,Paris,Woman,68,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,0,2,False,False,0,0,2,0,True,False,False,False,False,1966.5820839,True
16_3767,91521,Ris-Orangis,Man,73,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,1,1,False,True,1,0,2,0,False,False,False,False,False,4512.8023468,True
16_3768,75113,Paris,Woman,66,No diploma,6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,0,0,,False,True,False,False,5658.5888543,True
16_3771,75118,Paris,Woman,70,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,2,0,0,0,False,False,False,False,False,2388.807544,True
16_3772,92002,Antony,Woman,75,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,3,2,0.0,0.0,0,0,False,True,1,0,1,0,True,False,False,False,False,11016.954428,True
16_3773,75112,Paris,Man,65,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,1,1,False,True,0,0,0,0,True,False,False,False,False,1873.0702124,True
16_3774,94046,Maisons-Alfort,Man,74,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,2,0,0.0,0.0,0,0,False,True,1,0,0,0,True,False,False,False,False,5652.3496094,True
16_3775,75113,Paris,Woman,69,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,1509.8898742,True
16_3776,93051,Noisy-le-Grand,Woman,66,,6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,1,0,False,False,False,False,False,676.88063039,True
16_3777,91687,Viry-Chatillon,Woman,65,"Vocational certificate (CAP, BEP) or equivalent",4,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,0,0,False,False,False,False,False,1865.6225463,True
16_3778,78158,Le Chesnay-Rocquencourt,Woman,71,,6,In a couple without children,2,0,0.0,0.0,0,2,False,True,1,0,2,0,True,False,False,False,False,3623.8897637,True
16_3780,75109,Paris,Woman,67,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,1,0,True,False,False,True,False,2283.8013879,True
16_3782,92012,Boulogne-Billancourt,Woman,67,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,1,0,True,False,False,False,False,1088.4176073,True
16_3783,75114,Paris,Man,69,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,3,0,False,False,False,False,False,965.90732695,True
16_3784,93053,Noisy-le-Sec,Man,65,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),3,2,0.0,0.0,1,0,False,True,1,0,1,0,True,False,False,False,False,611.83199673,True
16_3786,75119,Paris,Man,74,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,1,1,False,True,1,0,0,0,True,False,False,False,False,2079.9197528,True
16_3787,75118,Paris,Man,66,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,True,False,False,False,False,4052.4758901,True
16_3788,75113,Paris,Woman,70,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,0,False,False,0,0,0,0,True,False,False,False,False,1255.6972607,True
16_3789,92012,Boulogne-Billancourt,Man,67,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,1,1,False,True,2,2,4+,0,True,False,False,False,False,3621.4590401,True
16_3790,75115,Paris,Man,66,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,3,0,2,0,False,False,False,False,False,1489.0464073,True
16_3792,75115,Paris,Woman,47,"Vocational certificate (CAP, BEP) or equivalent",4,Single parent (divorced / separated / widowed),2,0,0.0,2.0,0,0,False,True,0,0,0,0,True,False,False,False,False,6652.3594577,True
16_3793,75111,Paris,Man,22,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,1.0,0,0,False,True,0,0,0,0,False,True,False,True,False,587.15425839,True
16_3794,92049,Montrouge,Man,37,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),3,2,0.0,0.0,1,0,False,True,1,0,2,0,True,False,False,False,False,2456.7418486,True
16_3795,93051,Noisy-le-Grand,Man,22,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,1.0,0,0,False,True,0,0,0,0,False,True,False,False,True,529.17895545,True
16_3796,93050,Neuilly-sur-Marne,Woman,50,"Vocational certificate (CAP, BEP) or equivalent",4,Single parent (divorced / separated / widowed),3,1,1.0,0.0,1,0,False,True,1,0,0,0,False,False,False,False,True,6602.1301044,True
16_3797,75118,Paris,Man,38,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",1,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,2,0,False,False,False,False,False,952.5176578,True
16_3799,75112,Paris,Woman,56,"Vocational certificate (CAP, BEP) or equivalent",4,Single parent (divorced / separated / widowed),2,0,1.0,0.0,1,0,False,False,0,0,1,0,True,False,False,False,False,6652.3594577,True
16_3800,75113,Paris,Man,37,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),3,1,0.0,0.0,2,0,False,True,0,0,1,0,True,False,False,False,False,3206.8922821,True
16_3802,94046,Maisons-Alfort,Woman,57,Lower secondary certificate (Brevet) or equivalent,4,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1955.6067735,True
16_3803,75119,Paris,Woman,50,,4,In a couple with child(ren),4,1,1.0,0.0,2,0,False,False,0,0,2,0,True,False,False,False,False,1831.9443467,True
16_3807,92051,Neuilly-sur-Seine,Man,44,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),5,3,0.0,0.0,2,0,False,True,1,0,4+,0,False,False,False,True,False,2594.7477257,True
16_3808,93033,Gournay-sur-Marne,Woman,51,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Single parent (divorced / separated / widowed),9,0,3.0,3.0,3,0,False,True,1,0,0,0,True,False,False,False,False,522.52439535,True
16_3810,75113,Paris,Woman,62,Upper secondary diploma (Baccalauréat) or equivalent,6,In a couple with child(ren),2,0,0.0,1.0,1,0,False,True,0,0,0,0,True,False,False,False,False,4795.5911523,True
16_3811,93050,Neuilly-sur-Marne,Woman,50,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",4,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,False,False,663.39504401,True
16_3813,93031,Epinay-sur-Seine,Man,59,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a shared apartment (flat-sharing),4,0,0.0,0.0,4,0,False,True,0,0,1,0,True,False,False,False,False,878.22651588,True
16_3814,91471,Orsay,Man,19,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,3,0,0.0,1.0,2,0,False,True,3,0,4+,0,True,True,False,False,False,4480.6768259,True
16_3815,92062,Puteaux,Woman,21,Upper secondary diploma (Baccalauréat) or equivalent,7,In a couple without children,2,0,0.0,2.0,0,0,False,True,0,0,0,0,False,True,False,False,False,6261.6030801,True
16_3820,75117,Paris,Man,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living with one or both parents,4,0,0.0,1.0,3,0,False,True,3,1,0,0,False,False,False,True,False,3355.8915042,True
16_3821,92036,Gennevilliers,Woman,35,,8,In a couple with child(ren),6,4,0.0,0.0,2,0,False,True,2,0,2,2,True,False,False,False,False,2127.6674754,True
16_3822,75116,Paris,Man,50,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,847.90373965,True
16_3823,75116,Paris,Woman,48,,5,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,4+,0,False,False,False,False,False,917.22787515,True
16_3824,92040,Issy-les-Moulineaux,Woman,34,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,2,0,True,False,False,True,False,2917.1914101,True
16_3825,92046,Malakoff,Woman,63,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,2,0,0.0,0.0,1,1,False,True,1,0,4+,0,False,False,True,True,False,1595.035402,True
16_3826,92012,Boulogne-Billancourt,Woman,53,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",1,Single parent (divorced / separated / widowed),5,0,1.0,3.0,1,0,False,True,3,2,2,2,False,False,False,False,False,3520.0819033,True
16_3828,75107,Paris 7e Arrondissement,Man,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living with one or both parents,2,0,0.0,0.0,2,0,False,True,1,1,3,0,False,False,False,False,True,1290.853913,True
16_3829,75120,Paris,Woman,52,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,0,0.0,2.0,2,0,False,True,0,0,1,0,True,False,False,False,False,2153.143932,True
16_3830,95219,Ermont,Man,32,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,2,0,0,1,True,False,False,False,False,1090.1293349,True
16_3831,75115,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,False,False,False,True,False,1228.7117078,True
16_3832,75112,Paris,Man,50,,1,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,855.96020835,True
16_3834,92051,Neuilly-sur-Seine,Woman,19,Upper secondary diploma (Baccalauréat) or equivalent,7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,True,False,2252.7829803,True
16_3835,75112,Paris,Woman,52,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,993.76704646,True
16_3836,75109,Paris,Man,55,Upper secondary diploma (Baccalauréat) or equivalent,2,In a couple with child(ren),4,0,0.0,2.0,2,0,False,True,2,2,2,2,False,False,False,False,False,10973.202975,True
16_3837,92060,Le Plessis-Robinson,Man,51,Upper secondary diploma (Baccalauréat) or equivalent,8,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,1,0,True,False,False,False,False,1860.9669099,True
16_3838,95252,Franconville,Man,36,,1,Single parent (divorced / separated / widowed),3,2,0.0,0.0,1,0,False,True,1,0,3,0,False,False,False,False,False,2075.2047905,True
16_3840,93048,Montreuil,Man,55,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),5,3,0.0,1.0,1,0,False,True,1,0,4+,0,False,False,False,False,False,788.0526148,True
16_3841,75111,Paris,Woman,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,In a couple without children,2,0,0.0,2.0,0,0,False,True,0,0,1,0,,True,False,False,False,1686.6004443,True
16_3842,75115,Paris,Woman,24,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living with one or both parents,3,0,0.0,2.0,1,0,True,False,0,0,0,0,False,True,False,True,False,2349.0067089,True
16_3843,78646,Versailles,Man,31,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,0,0.0,0.0,0,0,False,False,0,0,0,0,True,False,False,False,False,1131.1276327,True
16_3844,75105,Paris,Woman,62,,3,In a couple with child(ren),4,0,0.0,0.0,3,1,False,False,1,0,0,0,True,False,False,False,False,3641.6451642,True
16_3845,95127,Cergy,Woman,21,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Not related to other household members,3,0,0.0,1.0,2,0,False,True,0,0,1,0,False,False,False,False,False,933.30207233,True
16_3846,75115,Paris,Woman,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,True,False,629.0660134,True
16_3847,75110,Paris,Woman,57,Upper secondary diploma (Baccalauréat) or equivalent,8,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,2280.0254355,True
16_3848,93063,Romainville,Man,60,Upper secondary diploma (Baccalauréat) or equivalent,2,In a couple with child(ren),2,0,0.0,0.0,2,0,False,True,1,0,1,0,False,False,False,False,False,2188.2316306,True
16_3849,94033,Fontenay-sous-Bois,Man,45,Lower secondary certificate (Brevet) or equivalent,4,Living with one or both parents,2,0,0.0,0.0,1,1,False,False,0,0,0,0,True,False,True,False,False,7547.9674215,True
16_3850,92062,Puteaux,Man,21,,7,Living alone,1,0,0.0,1.0,0,0,False,False,0,0,0,0,False,True,True,True,False,650.42561375,True
16_3851,75112,Paris,Woman,33,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),3,1,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,3358.1875036,True
16_3852,95527,Roissy-en-France,Man,33,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",4,Living with one or both parents,2,0,0.0,0.0,1,1,False,True,1,0,0,0,True,False,False,False,False,2004.8098479,True
16_3853,75111,Paris,Man,30,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,0,0,True,False,False,False,False,3036.8781687,True
16_3854,93032,Gagny,Man,47,No diploma,4,In a couple with child(ren),3,0,2.0,0.0,1,0,False,False,1,0,1,0,True,False,False,False,False,12805.196356,True
16_3856,75104,Paris,Man,53,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),2,0,0.0,1.0,1,0,False,True,0,0,0,0,False,False,True,False,True,1873.0702124,True
16_3859,93006,Bagnolet,Woman,51,,2,In a couple with child(ren),5,0,1.0,2.0,2,0,False,True,1,0,2,0,False,False,False,False,False,615.23758671,True
16_3862,75120,Paris,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,False,False,True,False,877.2782242,True
16_3863,75119,Paris,Woman,50,,5,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,917.22787515,True
16_3864,93032,Gagny,Woman,66,,6,In a couple with child(ren),1,0,0.0,1.0,0,0,False,True,1,0,2,0,False,False,False,False,False,4181.6543858000005,True
16_3866,92076,Vaucresson,Woman,60,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,1,0,False,False,False,False,False,760.89094045,True
16_3867,92049,Montrouge,Man,32,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,3057.5125542,True
16_3868,92050,Nanterre,Woman,66,"Vocational certificate (CAP, BEP) or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,1,0,True,False,False,False,False,9217.0165037,True
16_3869,92048,Meudon,Man,17,Lower secondary certificate (Brevet) or equivalent,7,Living alone,5,0,2.0,1.0,2,0,False,False,1,0,2,0,False,True,False,False,False,3860.5055464,True
16_3871,75115,Paris,Woman,59,Lower secondary certificate (Brevet) or equivalent,4,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,3090.5806359,True
16_3872,77123,Compans,Woman,19,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,3,0,0.0,1.0,2,0,False,False,1,0,0,0,True,True,False,False,False,2855.399886,True
16_3873,92051,Neuilly-sur-Seine,Man,35,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,1,0,False,False,False,False,False,2930.0194262,True
16_3874,94017,Champigny-sur-Marne,Woman,47,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,0,2.0,0.0,2,0,False,True,2,0,4+,1,False,False,True,False,False,1667.2940342,True
16_3875,75106,Paris,Man,41,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,1,0,True,False,False,True,True,3061.8102217,True
16_3876,92007,Bagneux,Man,37,"Vocational certificate (CAP, BEP) or equivalent",4,In a couple without children,1,0,0.0,0.0,1,0,False,False,1,0,0,0,True,False,False,False,False,2975.3970447,True
16_3877,94054,Orly,Man,54,"Vocational certificate (CAP, BEP) or equivalent",3,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,False,False,1767.2676052,True
16_3881,92046,Malakoff,Man,45,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,0,0,False,False,False,True,False,3303.270685,True
16_3882,75104,Paris,Woman,24,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,False,False,629.0660134,True
16_3883,75119,Paris,Woman,24,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,In a shared apartment (flat-sharing),2,0,0.0,1.0,1,0,False,True,0,0,2,0,False,True,False,False,False,1695.6647074,True
16_3885,75113,Paris,Woman,17,Lower secondary certificate (Brevet) or equivalent,7,Living with one or both parents,5,0,2.0,1.0,2,0,False,False,0,0,4+,0,,True,False,True,False,6464.3807096,True
16_3886,92073,Suresnes,Woman,28,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,1,0,False,False,False,False,False,1400.4520367,True
16_3887,78297,Guyancourt,Man,38,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),5,3,0.0,0.0,2,0,False,True,1,0,4+,0,False,False,False,False,False,2399.4861748,True
16_3888,75120,Paris,Man,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1122.6556612,True
